model,label_col,method,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1
uce_l3_logreg_probe,celltype_l3,real_uce_embedding_plus_logistic_regression,0.9732779097387173,0.912223154495227,0.9650816785085322,0.9364438763700043,0.9760044378835622,0.9732779097387173,0.9740823972069887
