model,method,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1
scgpt,real_scgpt_embedding_plus_logistic_regression,0.7782066508313539,0.7472031880686634,0.7854505509394784,0.756574776420967,0.7925827047192568,0.7782066508313539,0.7759043373555907
