model,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1
logistic_regression,0.9067695961995249,0.8875400907105004,0.9044420455756352,0.895176205512631,0.9077752140837887,0.9067695961995249,0.9065147049281744
