model,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1
knn,0.8889548693586699,0.9073258062425135,0.855563060201034,0.8750658653949338,0.8942070927653455,0.8889548693586699,0.8875084302099198
