model,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1
scgpt_blood_to_synovial_lr,0.48699622791344055,0.45276817338327924,0.5598680387698464,0.4473950003677195,0.6110604088044481,0.48699622791344055,0.5077021260804144
scgpt_blood_to_synovial_mlp,0.387929323009728,0.48073400630261975,0.5825121804117299,0.4022938970438632,0.630633457477409,0.387929323009728,0.4149085241005983
