model,accuracy,macro_precision,macro_recall,macro_f1,weighted_precision,weighted_recall,weighted_f1
logistic_regression,0.9067695961995248,0.8875400907105004,0.9044420455756352,0.895176205512631,0.9077752140837888,0.9067695961995248,0.9065147049281744
knn,0.8889548693586699,0.9073258062425136,0.855563060201034,0.8750658653949338,0.8942070927653455,0.8889548693586699,0.8875084302099198
