model,n_splits,accuracy_mean,accuracy_sd,macro_f1_mean,macro_f1_sd,weighted_f1_mean,weighted_f1_sd
Geneformer_LR,10,0.7042755344418052,0.006787976326002482,0.6542092721962087,0.006639737039687183,0.7049638566201337,0.007260827419634062
Geneformer_MLP,10,0.7171318289786223,0.0074525006335147415,0.6704943201947734,0.014424602706148155,0.7158634365008792,0.0071646081217542875
